amfi_code,date,nav,daily_return_pct
118559,2022-01-04,565.2208913890832,0.04127442549102245
118559,2022-01-05,572.5548934766641,1.297546180495357
118559,2022-01-06,575.4579374925323,0.5070333078877942
118559,2022-01-07,575.7232499718815,0.04610458246614435
118559,2022-01-10,575.8041983491312,0.014060293249174016
118559,2022-01-11,569.382102391617,-1.1153263515491507
118559,2022-01-12,573.0164618839334,0.6382988641635778
118559,2022-01-13,572.9119111256783,-0.018245681443662676
118559,2022-01-14,569.6326186196903,-0.5723903522174556
118559,2022-01-17,577.3668289961993,1.3577541249744751
118559,2022-01-18,568.8780398957248,-1.4702592310737672
118559,2022-01-19,566.1645196654024,-0.47699507451891554
118559,2022-01-20,573.3166637223487,1.2632624985354335
118559,2022-01-21,575.6593934392606,0.40862752910431066
118559,2022-01-24,575.5014859621335,-0.027430713183307365
118559,2022-01-25,577.4075713526981,0.33120425178017054
118559,2022-01-26,578.8239348333628,0.24529700525861564
118559,2022-01-27,568.4630150195457,-1.7899950555430921
118559,2022-01-28,566.2510443515357,-0.38911426241756697
118559,2022-01-31,577.4052045658647,1.9698259854165068
118559,2022-02-01,573.0100598842397,-0.7611889617326173
118559,2022-02-02,570.9932867043673,-0.35196121692520066
118559,2022-02-03,567.4534428529076,-0.619944915971038
118559,2022-02-04,567.0311538291336,-0.07441826798176843
118559,2022-02-07,563.2334774328432,-0.6697473975891599
118559,2022-02-08,566.6922367825296,0.614089802589679
118559,2022-02-09,568.2040362010599,0.2667760947483222
118559,2022-02-10,573.6488919370904,0.9582571381284266
118559,2022-02-11,566.586531778967,-1.231129399426767
118559,2022-02-14,564.4425197326534,-0.37840857945949935
118559,2022-02-15,563.0829630771991,-0.2408671579345656
118559,2022-02-16,566.3306921131181,0.5767762921063069
118559,2022-02-17,561.1098852053954,-0.9218654366484391
118559,2022-02-18,567.4436069829003,1.1287845651100081
118559,2022-02-21,575.6925273697639,1.4536987086211317
118559,2022-02-22,569.033798075298,-1.1566468171626987
118559,2022-02-23,565.8526290016786,-0.5590474738722873
118559,2022-02-24,562.4104466813882,-0.6083178099505093
118559,2022-02-25,580.3449478299198,3.1888634456129994
118559,2022-02-28,577.5251670647214,-0.48588012624946053
118559,2022-03-01,589.3248755798797,2.0431505305873676
118559,2022-03-02,580.5441801274933,-1.4899583941279437
118559,2022-03-03,573.8239100763602,-1.1575811593972474
118559,2022-03-04,569.2681760836876,-0.7939254382178573
118559,2022-03-07,563.6618683941851,-0.9848271737358361
118559,2022-03-08,562.0189153422688,-0.2914784809902038
118559,2022-03-09,557.4073599363301,-0.8205338432658027
118559,2022-03-10,552.0940977352045,-0.9532099112814829
118559,2022-03-11,559.9347525842584,1.4201663957679855
118559,2022-03-14,568.3256679608669,1.4985523470157913
118559,2022-03-15,574.9702804596399,1.1691557980503697
118559,2022-03-16,578.7581774612122,0.6587987467011835
118559,2022-03-17,579.5759146071234,0.14129167893546235
118559,2022-03-18,576.2929831759395,-0.5664368287990884
118559,2022-03-21,569.8742952886702,-1.1137890057061117
